,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
7189,463129,Male,Yes,69,No,Doctor,14.0,Low,1,1
7878,464675,Female,Yes,41,No,Doctor,0.0,Average,9,4
6025,460479,Female,No,42,No,Doctor,8.0,Low,1,1
3942,459575,Male,No,35,Yes,Artist,0.0,Low,1,1
2656,467331,Male,No,27,No,Healthcare,3.0,Low,4,4
2458,467074,Female,No,31,No,Healthcare,1.0,Low,4,3
4519,465697,Female,Yes,47,No,Artist,7.0,Low,1,3
305,462163,Female,Yes,27,Yes,Artist,4.0,Average,2,3
5850,467844,Male,No,37,Yes,Healthcare,0.0,Low,2,4
2381,462491,Male,No,31,Yes,Artist,1.0,Low,5,3
5330,463724,Male,No,29,No,Healthcare,0.0,Low,5,2
4520,465199,Male,Yes,32,Yes,Entertainment,1.0,Low,2,1
6117,463188,Female,Yes,48,Yes,Artist,2.0,Low,2,3
5549,460247,Female,No,25,No,Doctor,8.0,Low,2,4
5302,459003,Male,Yes,51,Yes,Doctor,0.0,High,5,3
3175,464142,Female,Yes,76,Yes,Artist,1.0,High,2,3
7777,465988,Female,Yes,58,Yes,Homemaker,0.0,High,2,2
519,464891,Male,Yes,42,No,Entertainment,1.0,Low,3,1
7101,461666,Female,Yes,35,Yes,Artist,0.0,High,2,3
5670,463291,Male,Yes,35,Yes,Engineer,5.0,Average,4,2
755,460322,Female,Yes,45,No,Engineer,8.0,Low,2,1
6877,459330,Male,No,33,No,Marketing,11.0,Low,9,4
781,464765,Female,Yes,53,No,Engineer,7.0,Average,6,1
2272,461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2,2
4176,466276,Female,No,32,No,Doctor,0.0,Low,5,4
7467,465183,Female,Yes,38,Yes,Artist,3.0,Low,2,3
3949,461124,Male,No,19,No,Healthcare,1.0,Low,8,4
838,464025,Male,No,19,No,Healthcare,1.0,Low,6,4
967,460434,Male,Yes,57,Yes,Artist,3.0,High,3,4
4939,464270,Female,No,45,Yes,Artist,3.0,Low,1,1
5676,461031,Male,Yes,59,No,Executive,1.0,High,2,3
4623,460460,Male,Yes,27,No,Entertainment,4.0,Low,4,2
737,463308,Male,Yes,53,Yes,Engineer,1.0,Low,2,1
4488,467396,Male,No,20,No,Healthcare,0.0,Low,3,4
7732,464648,Male,Yes,28,No,Executive,0.0,High,4,1
1591,467782,Female,No,30,Yes,Entertainment,0.0,Low,5,1
3500,460616,Male,Yes,32,Yes,Homemaker,2.0,Average,2,3
5478,459178,Male,Yes,48,Yes,Executive,0.0,High,5,3
6855,463105,Female,No,72,Yes,Lawyer,1.0,Low,2,4
4753,461917,Male,Yes,79,Yes,Lawyer,1.0,Low,1,4
7246,459315,Female,Yes,27,Yes,Doctor,1.0,Low,2,4
3912,466873,Male,Yes,39,Yes,Healthcare,7.0,Average,5,1
6027,460839,Male,No,23,No,Healthcare,4.0,Low,3,4
3798,463318,Male,Yes,65,Yes,Lawyer,0.0,Low,2,1
3206,467540,Male,Yes,52,Yes,Healthcare,0.0,Average,4,3
7413,466922,Female,No,22,No,Healthcare,0.0,Low,2,4
5477,462181,Female,No,32,Yes,Healthcare,8.0,Low,3,3
3675,459289,Male,No,39,Yes,Doctor,1.0,Low,1,1
2758,459694,Male,Yes,77,No,Lawyer,0.0,Low,2,4
6938,459800,Female,No,37,No,Engineer,0.0,Low,1,4
800,460061,Male,No,45,Yes,Marketing,0.0,Low,1,4
2902,463403,Male,No,18,No,Healthcare,2.0,Low,4,4
2163,461500,Female,No,26,Yes,Doctor,0.0,Low,3,2
5251,461445,Male,Yes,52,Yes,Artist,3.0,Average,4,3
2152,460148,Female,Yes,73,No,Engineer,1.0,Low,2,1
2936,464043,Male,Yes,51,Yes,Entertainment,1.0,Average,4,3
3579,466305,Male,No,31,No,Healthcare,1.0,Low,3,2
511,459322,Male,No,36,Yes,Marketing,0.0,Low,1,1
1475,467752,Male,Yes,31,No,Executive,1.0,Average,3,1
586,465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1,3
3548,464154,Female,Yes,47,Yes,Artist,1.0,Average,4,3
3380,460853,Female,Yes,63,Yes,Artist,1.0,High,3,3
3032,461261,Female,No,29,No,Artist,0.0,Low,3,1
3155,463555,Female,No,31,Yes,Artist,0.0,Low,2,1
7652,464540,Female,Yes,42,Yes,Engineer,1.0,Average,4,1
7736,463258,Female,Yes,53,Yes,Artist,1.0,Average,3,1
6355,461281,Male,No,23,No,Healthcare,4.0,Low,9,4
3906,465955,Male,No,25,Yes,Marketing,8.0,Low,3,1
4702,465180,Female,Yes,53,Yes,Artist,1.0,Average,2,3
6503,467061,Female,No,29,Yes,Homemaker,13.0,Low,1,1
3890,461624,Female,Yes,41,Yes,Artist,1.0,Average,2,2
321,467730,Male,No,18,No,Healthcare,13.0,Low,4,4
3447,459977,Female,No,41,Yes,Artist,4.0,Low,1,4
7484,467311,Male,Yes,67,Yes,Lawyer,1.0,High,3,2
7120,464772,Female,Yes,43,No,Engineer,9.0,Average,4,1
7376,459683,Female,Yes,56,Yes,Engineer,1.0,Average,3,2
6303,462176,Male,Yes,29,No,Executive,0.0,Average,2,4
5732,463663,Female,No,37,Yes,Lawyer,0.0,Low,2,1
3797,460620,Male,Yes,55,Yes,Entertainment,0.0,Average,4,3
4592,460736,Male,No,19,No,Entertainment,0.0,Low,3,3
3563,461276,Male,Yes,67,Yes,Marketing,1.0,Low,2,4
4937,466741,Female,No,53,No,Artist,9.0,Low,2,2
5331,465868,Male,No,35,Yes,Artist,6.0,Low,3,4
7715,461965,Male,No,19,No,Healthcare,0.0,Low,6,4
6042,462559,Female,Yes,47,Yes,Engineer,9.0,Average,4,3
1945,464542,Female,No,26,Yes,Healthcare,10.0,Low,1,4
3560,461180,Male,No,28,No,Entertainment,0.0,Low,3,4
4802,459571,Female,Yes,53,Yes,Executive,0.0,High,4,3
4315,466737,Male,No,33,No,Entertainment,1.0,Low,2,4
7113,460554,Male,Yes,38,No,Artist,5.0,Average,3,2
274,467619,Male,Yes,65,Yes,Lawyer,1.0,High,2,2
362,460967,Male,No,25,Yes,Entertainment,1.0,Low,2,1
3266,462681,Female,Yes,59,Yes,Entertainment,7.0,Average,2,2
2629,460617,Female,No,22,No,Healthcare,0.0,Low,4,4
5443,466200,Male,Yes,51,Yes,Doctor,8.0,Average,3,2
3410,464242,Male,No,37,Yes,Engineer,1.0,Low,3,4
2353,466010,Female,Yes,69,No,Doctor,0.0,Low,1,1
542,459947,Female,No,37,Yes,Artist,3.0,Low,1,2
7216,459000,Male,Yes,58,No,Executive,12.0,High,2,3
238,463789,Female,Yes,53,Yes,Artist,1.0,Low,2,3
3915,466237,Male,No,18,No,Healthcare,0.0,Low,3,4
113,462059,Male,No,47,Yes,Artist,1.0,Low,1,3
1832,461793,Male,No,20,No,Marketing,0.0,Low,2,4
883,461762,Female,Yes,63,Yes,Artist,0.0,High,2,3
2440,464915,Male,Yes,41,Yes,Executive,1.0,High,4,2
5312,461497,Male,No,29,No,Doctor,5.0,Low,5,2
7104,464156,Male,Yes,62,Yes,Artist,10.0,Low,1,2
2552,463781,Female,No,32,No,Healthcare,2.0,Low,4,4
5565,461815,Male,Yes,55,Yes,Artist,1.0,Low,1,2
5621,461909,Female,No,30,No,Marketing,0.0,Low,4,4
2576,466013,Male,No,22,No,Healthcare,2.0,Low,3,4
2930,464860,Female,Yes,51,No,Engineer,0.0,Average,3,2
6713,459974,Male,No,37,Yes,Entertainment,0.0,Low,1,1
7206,466516,Male,No,19,No,Healthcare,0.0,Low,3,4
1660,463262,Female,Yes,70,No,Lawyer,3.0,High,2,1
4429,460232,Male,No,22,No,Healthcare,8.0,Low,4,4
1960,461598,Female,No,27,Yes,Artist,8.0,Low,1,1
4286,462373,Male,Yes,36,Yes,Entertainment,9.0,High,3,2
4915,462532,Male,No,32,Yes,Doctor,0.0,Low,4,4
934,462716,Male,No,33,No,Entertainment,6.0,Low,2,4
3863,467118,Male,Yes,55,Yes,Entertainment,1.0,Average,3,2
6299,466008,Male,Yes,36,Yes,Artist,1.0,Low,2,3
2485,463473,Male,No,23,No,Healthcare,0.0,Low,3,4
3515,461924,Female,Yes,89,No,Lawyer,1.0,High,3,2
1523,462468,Female,No,30,Yes,Healthcare,2.0,Low,5,4
4118,462514,Male,No,25,Yes,Healthcare,9.0,Low,2,4
6219,466603,Male,Yes,41,Yes,Engineer,1.0,Average,2,3
8018,466629,Male,No,28,No,Healthcare,1.0,Low,5,3
3294,466011,Male,Yes,74,Yes,Lawyer,1.0,High,2,2
2378,461562,Male,Yes,51,Yes,Artist,0.0,Average,4,3
1291,461103,Female,No,30,No,Engineer,1.0,Low,5,4
6849,464646,Male,Yes,61,No,Engineer,7.0,Average,5,4
7768,461611,Female,Yes,38,Yes,Artist,5.0,Average,2,3
1721,463038,Male,Yes,63,Yes,Executive,0.0,High,5,4
152,467688,Female,Yes,47,Yes,Engineer,0.0,Average,2,3
1826,460786,Male,Yes,71,No,Lawyer,1.0,High,2,2
6041,466956,Female,Yes,55,Yes,Artist,1.0,Low,1,2
7513,465641,Female,Yes,47,Yes,Artist,0.0,Average,2,3
7895,464515,Male,No,27,No,Healthcare,0.0,Low,4,4
5581,465537,Female,Yes,56,Yes,Artist,0.0,High,5,1
2738,459486,Male,Yes,75,Yes,Lawyer,1.0,High,2,1
4801,461663,Male,No,20,No,Healthcare,1.0,Low,3,4
195,463610,Female,Yes,31,Yes,Artist,0.0,Average,2,1
348,461646,Female,Yes,60,Yes,Artist,2.0,High,4,3
6772,459570,Male,No,27,Yes,Healthcare,1.0,Low,3,4
2399,463175,Female,No,40,No,Engineer,1.0,Low,4,1
1503,466410,Female,Yes,56,Yes,Artist,0.0,Low,1,2
5290,466248,Male,No,41,Yes,Doctor,1.0,Low,1,2
4438,464958,Female,Yes,42,No,Engineer,1.0,Average,6,2
5881,465709,Male,Yes,68,Yes,Entertainment,1.0,Average,2,3
1893,460683,Male,Yes,59,No,Entertainment,6.0,Average,3,2
989,464193,Female,Yes,36,Yes,Doctor,13.0,Low,2,2
4492,459194,Female,Yes,81,Yes,Lawyer,1.0,High,2,3
5583,459171,Male,Yes,40,Yes,Artist,1.0,Average,2,3
757,460670,Male,No,42,Yes,Artist,6.0,Low,2,2
3200,461006,Male,Yes,22,No,Healthcare,1.0,High,2,4
1261,459100,Female,No,63,Yes,Artist,14.0,Low,1,2
5720,465844,Female,No,46,Yes,Engineer,0.0,Low,1,4
2710,463980,Female,No,26,Yes,Artist,1.0,Low,9,3
2845,467376,Female,Yes,47,Yes,Doctor,8.0,Average,2,3
6545,461288,Male,No,26,Yes,Doctor,1.0,Low,4,3
127,461787,Male,Yes,72,Yes,Artist,0.0,Average,2,3
2942,466168,Female,Yes,45,Yes,Executive,1.0,High,3,2
3205,463493,Male,Yes,42,Yes,Executive,1.0,High,4,2
7787,464777,Female,Yes,52,No,Engineer,8.0,Average,4,2
1680,459492,Female,Yes,72,Yes,Lawyer,1.0,High,2,1
15,460563,Female,No,41,No,Healthcare,1.0,Low,2,3
3558,465519,Female,Yes,73,No,Lawyer,1.0,High,2,1
3178,460476,Male,Yes,52,No,Doctor,2.0,Average,4,2
4084,466096,Male,Yes,76,Yes,Lawyer,0.0,Low,2,2
3805,461749,Female,No,22,No,Healthcare,0.0,Low,5,4
1835,466969,Female,No,43,Yes,Homemaker,9.0,Low,1,1
6892,467483,Male,Yes,55,Yes,Executive,0.0,High,9,1
5872,465093,Male,Yes,55,Yes,Doctor,0.0,Low,1,3
5923,466438,Female,No,42,Yes,Artist,0.0,Low,1,1
1084,460551,Male,Yes,49,Yes,Engineer,0.0,Average,2,3
980,462521,Female,No,32,No,Homemaker,9.0,Low,1,4
7858,467577,Female,Yes,48,Yes,Artist,1.0,Average,7,3
30,463331,Female,Yes,45,Yes,Artist,0.0,Low,3,3
65,461356,Male,No,25,Yes,Entertainment,0.0,Low,2,1
4510,463896,Female,No,25,No,Homemaker,0.0,Low,3,3
2669,461543,Male,No,31,No,Artist,3.0,Low,2,1
7310,459578,Male,Yes,35,Yes,Executive,2.0,Average,5,2
1774,461606,Male,Yes,69,Yes,Lawyer,0.0,High,3,1
187,467335,Female,Yes,41,No,Engineer,4.0,Average,2,4
5835,460529,Male,No,33,No,Artist,1.0,Low,4,3
7655,462193,Male,No,28,Yes,Healthcare,8.0,Low,6,2
5505,459759,Female,Yes,38,Yes,Artist,0.0,Average,3,3
1273,460751,Female,No,25,No,Artist,1.0,Low,3,4
3173,467030,Male,No,26,Yes,Artist,1.0,Low,2,1
2637,462951,Male,Yes,73,Yes,Lawyer,2.0,Low,1,4
129,460153,Male,No,35,Yes,Entertainment,8.0,Low,5,3
1294,460266,Male,No,22,No,Healthcare,0.0,Low,8,4
7853,462673,Female,No,28,No,Homemaker,8.0,Low,2,4
7590,464161,Male,Yes,83,No,Lawyer,1.0,Low,1,1
1453,465140,Male,Yes,45,Yes,Executive,5.0,High,3,2
7169,466870,Male,Yes,42,Yes,Artist,0.0,Average,2,3
2705,460299,Male,Yes,56,Yes,Artist,4.0,Low,1,2
943,467940,Female,No,29,No,Marketing,9.0,Low,4,1
4983,462871,Male,Yes,48,No,Entertainment,1.0,Average,3,2
2516,464501,Female,No,25,No,Healthcare,1.0,Low,3,1
5771,460815,Male,Yes,55,Yes,Artist,0.0,High,2,1
1646,466251,Male,No,20,No,Healthcare,3.0,Low,4,4
1626,461610,Male,No,36,Yes,Doctor,0.0,Low,1,2
2137,460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2,1
2073,462202,Female,No,43,Yes,Entertainment,1.0,Low,4,1
4683,461854,Male,No,30,Yes,Healthcare,9.0,Low,3,4
4031,467141,Male,Yes,50,Yes,Artist,1.0,Low,3,1
7183,464081,Male,Yes,73,Yes,Executive,11.0,High,2,3
4848,463754,Male,No,33,Yes,Entertainment,1.0,Low,4,4
6627,466982,Male,Yes,56,Yes,Artist,0.0,Average,2,2
5548,467187,Male,Yes,47,No,Engineer,1.0,Average,3,3
8020,465306,Male,Yes,69,No,Executive,0.0,Average,4,4
2572,463284,Female,Yes,60,Yes,Engineer,0.0,Low,2,2
4212,461800,Female,No,36,Yes,Doctor,4.0,Low,1,2
2037,465336,Female,No,41,Yes,Doctor,9.0,Low,1,1
1050,461834,Female,No,42,Yes,Artist,7.0,Low,2,3
5782,461877,Female,No,38,Yes,Artist,7.0,Low,2,2
7415,464920,Male,No,36,Yes,Artist,2.0,Low,1,2
4412,466104,Male,Yes,81,Yes,Lawyer,1.0,Low,1,2
1909,459941,Male,Yes,65,Yes,Artist,4.0,Low,2,2
6377,464688,Male,Yes,28,Yes,Doctor,0.0,Low,9,4
3376,459381,Male,Yes,56,Yes,Artist,4.0,Low,2,2
4804,466191,Male,Yes,48,Yes,Executive,0.0,High,3,3
779,460513,Male,No,27,No,Healthcare,2.0,Low,4,4
7388,465855,Male,No,42,Yes,Artist,1.0,Low,1,1
5871,464317,Male,Yes,60,Yes,Entertainment,1.0,Average,3,3
1296,459022,Male,Yes,67,Yes,Artist,10.0,Low,1,4
4487,460757,Female,Yes,28,No,Homemaker,9.0,High,3,1
4427,464375,Female,Yes,63,Yes,Artist,1.0,Low,2,2
1515,462488,Male,No,33,Yes,Healthcare,0.0,Low,5,4
7748,466136,Female,No,19,Yes,Artist,0.0,Low,2,1
5380,459251,Male,No,35,Yes,Artist,0.0,Low,1,2
919,465573,Male,Yes,41,No,Artist,1.0,Average,6,2
4057,463533,Female,Yes,87,Yes,Artist,1.0,High,2,3
2932,461814,Female,No,37,Yes,Artist,1.0,Low,1,1
1741,463654,Female,No,39,No,Engineer,4.0,Low,3,4
4045,464030,Male,No,18,No,Entertainment,1.0,Low,4,4
5596,459883,Male,No,63,Yes,Artist,0.0,Low,1,2
31,462216,Female,Yes,42,No,Doctor,1.0,Low,2,1
5834,467514,Male,No,43,Yes,Artist,1.0,Low,4,4
5598,463750,Male,Yes,41,Yes,Artist,3.0,Average,3,3
2276,467792,Male,No,21,No,Healthcare,0.0,Low,4,4
330,464087,Female,No,32,No,Engineer,0.0,Low,4,3
5212,459920,Female,Yes,51,Yes,Artist,6.0,High,2,2
3012,467815,Female,Yes,69,Yes,Artist,0.0,Low,2,3
5483,465829,Female,Yes,35,Yes,Doctor,7.0,Average,3,1
6708,467885,Female,No,43,Yes,Doctor,0.0,Low,2,1
2865,459078,Male,Yes,70,Yes,Lawyer,0.0,High,2,2
5816,467608,Male,No,32,Yes,Engineer,6.0,Low,1,4
333,465842,Female,No,36,Yes,Entertainment,10.0,Low,2,1
7890,464327,Female,Yes,50,Yes,Artist,9.0,Low,2,3
6132,461922,Male,Yes,70,No,Lawyer,0.0,High,3,2
5496,464973,Male,No,82,Yes,Lawyer,1.0,Low,2,1
774,465751,Female,Yes,52,Yes,Artist,9.0,Low,2,3
1979,466120,Female,Yes,37,No,Marketing,0.0,Low,4,4
4787,465982,Male,Yes,41,Yes,Entertainment,0.0,Average,4,2
5069,463445,Male,Yes,48,Yes,Artist,0.0,Average,3,1
3187,462592,Female,Yes,35,No,Artist,11.0,Low,2,1
3418,464678,Male,Yes,47,Yes,Executive,1.0,High,5,3
7862,467181,Female,Yes,50,Yes,Artist,9.0,Low,2,2
270,462161,Female,No,28,Yes,Doctor,0.0,Low,3,4
993,460426,Male,Yes,45,No,Artist,4.0,Average,2,3
7300,463411,Male,Yes,42,Yes,Entertainment,0.0,Average,2,3
5504,466032,Male,No,28,No,Entertainment,0.0,Low,2,2
2794,466529,Female,Yes,28,Yes,Doctor,0.0,Average,2,1
3404,466526,Male,No,33,No,Healthcare,1.0,Low,5,2
4949,461949,Female,No,38,No,Artist,14.0,Low,1,1
5821,462023,Female,Yes,46,No,Engineer,8.0,Low,1,1
6664,459256,Female,Yes,46,Yes,Artist,0.0,High,4,2
1696,463839,Female,Yes,57,No,Engineer,0.0,Low,3,2
1509,464009,Female,Yes,49,Yes,Artist,7.0,Average,4,2
5838,460102,Male,Yes,43,Yes,Artist,9.0,High,2,2
1305,467467,Male,No,19,No,Healthcare,0.0,Low,4,4
1258,461359,Male,Yes,28,Yes,Healthcare,1.0,Low,4,4
5472,464935,Female,No,40,No,Marketing,6.0,Low,1,1
6059,459457,Male,Yes,51,Yes,Artist,2.0,Low,2,1
6582,463796,Female,No,33,No,Engineer,1.0,Low,3,4
3894,467738,Male,Yes,43,Yes,Doctor,3.0,Average,2,2
4359,467423,Male,Yes,61,Yes,Artist,0.0,Low,1,2
6056,461109,Male,No,31,Yes,Healthcare,0.0,Low,3,4
7796,464714,Female,No,43,Yes,Doctor,1.0,Low,6,3
2186,464728,Male,Yes,47,No,Entertainment,1.0,High,4,4
5467,460384,Female,Yes,32,Yes,Marketing,8.0,Low,2,4
7,464347,Female,No,33,Yes,Healthcare,1.0,Low,3,4
7982,466860,Male,No,21,No,Marketing,0.0,Low,5,3
6624,464971,Female,Yes,36,No,Engineer,1.0,Low,5,1
1252,463784,Female,No,29,No,Engineer,0.0,Low,5,1
1548,467209,Female,No,35,Yes,Healthcare,1.0,Low,1,4
20,466084,Male,Yes,49,Yes,Homemaker,12.0,Low,1,1
1794,467448,Female,Yes,49,No,Engineer,0.0,Low,1,1
56,465769,Male,No,25,Yes,Healthcare,9.0,Low,4,4
189,459340,Male,Yes,53,Yes,Artist,1.0,Average,3,2
7681,463189,Female,Yes,69,Yes,Engineer,1.0,Low,1,1
7579,461236,Female,No,30,Yes,Healthcare,9.0,Low,1,4
2804,460611,Male,No,26,Yes,Healthcare,0.0,Low,3,3
5032,465661,Male,No,59,Yes,Entertainment,1.0,Low,1,3
5886,461368,Male,No,32,Yes,Doctor,4.0,Low,5,4
2488,463218,Male,Yes,42,No,Entertainment,9.0,Average,3,1
3474,459549,Male,No,22,No,Healthcare,9.0,Low,5,4
2561,463439,Male,Yes,42,Yes,Artist,9.0,Average,3,2
4243,463126,Female,Yes,65,Yes,Artist,3.0,Average,2,3
1567,462926,Female,No,40,Yes,Homemaker,9.0,Low,2,1
2821,461016,Male,No,32,No,Healthcare,7.0,Low,5,4
272,464893,Male,Yes,43,Yes,Artist,0.0,Low,2,2
1511,460951,Female,Yes,55,No,Engineer,1.0,Average,7,1
6154,461785,Female,Yes,87,Yes,Artist,1.0,Average,2,3
1891,465764,Female,No,39,Yes,Entertainment,8.0,Low,4,4
5620,461789,Male,Yes,67,Yes,Executive,1.0,High,2,3
2026,460830,Male,Yes,40,No,Entertainment,2.0,Average,5,2
5189,466975,Male,Yes,51,Yes,Artist,0.0,Average,2,3
1647,460417,Female,Yes,51,Yes,Marketing,9.0,Low,1,1
5713,464174,Female,No,43,Yes,Engineer,0.0,Low,4,4
3781,464399,Male,Yes,63,No,Entertainment,0.0,Average,5,3
7741,461477,Female,No,31,Yes,Healthcare,0.0,Low,3,3
7847,464157,Male,Yes,88,Yes,Marketing,0.0,High,2,3
199,459073,Female,No,26,Yes,Healthcare,0.0,Low,3,3
4975,466137,Female,No,31,No,Healthcare,0.0,Low,4,3
3066,461222,Female,No,48,Yes,Artist,1.0,Low,1,4
5526,459431,Male,Yes,68,No,Artist,0.0,Low,2,1
3687,463773,Male,Yes,36,Yes,Artist,9.0,Average,2,3
3701,466711,Male,Yes,72,No,Executive,1.0,High,4,2
5698,462115,Male,No,18,No,Healthcare,0.0,Low,3,4
4092,462214,Male,Yes,49,No,Doctor,1.0,Low,2,4
7227,466642,Male,No,18,No,Healthcare,9.0,Low,3,4
494,464217,Female,No,32,No,Healthcare,12.0,Low,3,1
4533,460537,Female,No,33,Yes,Artist,0.0,Low,3,1
6729,461341,Female,Yes,39,Yes,Artist,0.0,High,2,1
2451,462195,Female,No,21,No,Healthcare,0.0,Low,4,4
6064,460112,Male,Yes,28,Yes,Engineer,9.0,Average,2,3
5126,460629,Female,Yes,36,Yes,Entertainment,0.0,Average,3,2
2372,462672,Male,No,25,No,Healthcare,7.0,Low,4,4
6941,466912,Male,Yes,68,Yes,Engineer,0.0,Low,1,4
659,467459,Male,Yes,40,Yes,Executive,0.0,High,5,2
4888,461084,Female,Yes,38,Yes,Artist,8.0,Average,2,2
839,460385,Male,No,31,Yes,Healthcare,0.0,Low,4,4
1459,459708,Female,No,39,Yes,Engineer,1.0,Low,1,1
1129,467942,Female,Yes,41,Yes,Artist,1.0,High,4,3
7873,465265,Female,Yes,56,Yes,Artist,2.0,Average,2,2
5333,464273,Female,No,26,No,Artist,2.0,Low,2,4
4115,460067,Female,No,39,Yes,Entertainment,11.0,Low,1,1
4635,460963,Female,No,32,Yes,Artist,0.0,Low,3,2
6227,461844,Male,Yes,51,No,Artist,2.0,Average,4,3
5765,464703,Male,Yes,40,No,Doctor,1.0,Average,5,1
2406,466020,Male,Yes,83,No,Lawyer,0.0,Low,1,4
469,467162,Female,No,26,No,Homemaker,9.0,Low,2,4
216,462691,Male,Yes,25,No,Doctor,0.0,Average,2,2
5143,462211,Male,No,18,No,Healthcare,1.0,Low,3,4
2366,461318,Female,Yes,56,Yes,Artist,1.0,Average,6,3
4977,462939,Male,Yes,38,Yes,Doctor,0.0,High,4,1
503,467492,Female,Yes,57,Yes,Doctor,1.0,Low,2,1
2104,466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3,2
7498,467542,Male,No,30,Yes,Healthcare,9.0,Low,1,4
6976,467250,Male,Yes,63,Yes,Entertainment,6.0,Low,2,4
3851,463503,Male,Yes,33,Yes,Entertainment,1.0,Low,2,1
2096,461361,Female,No,31,Yes,Healthcare,9.0,Low,7,4
5718,467337,Male,Yes,56,Yes,Artist,1.0,Average,4,3
1389,459043,Female,Yes,49,No,Engineer,1.0,Low,1,1
3950,464638,Male,No,39,Yes,Artist,2.0,Low,3,2
2666,459651,Male,Yes,87,Yes,Lawyer,1.0,Low,1,2
5220,466229,Male,Yes,56,Yes,Executive,0.0,High,1,2
413,462348,Female,Yes,73,Yes,Lawyer,1.0,High,2,2
6392,464626,Female,Yes,38,Yes,Artist,1.0,Average,2,3
1076,460599,Female,No,31,No,Engineer,0.0,Low,1,4
2622,462793,Male,Yes,42,No,Executive,3.0,High,5,2
1153,460996,Female,No,60,Yes,Engineer,1.0,Low,1,1
1114,463592,Female,No,27,Yes,Engineer,11.0,Low,1,2
3847,463775,Female,No,33,No,Engineer,9.0,Low,3,3
1996,459650,Male,Yes,38,Yes,Entertainment,4.0,Low,2,4
4654,463760,Female,No,27,No,Doctor,1.0,Low,3,1
4391,461487,Male,Yes,50,Yes,Artist,1.0,Average,4,3
410,466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1,2
5753,462256,Female,Yes,59,Yes,Homemaker,0.0,Average,4,2
1197,462509,Female,Yes,46,Yes,Artist,0.0,Average,2,3
86,459384,Male,Yes,52,Yes,Artist,0.0,Average,3,3
1022,463912,Female,Yes,36,No,Artist,1.0,Average,4,2
5653,461826,Male,Yes,35,Yes,Artist,12.0,Average,2,1
4898,464325,Male,Yes,27,Yes,Healthcare,4.0,High,3,2
4495,462512,Female,Yes,28,No,Entertainment,8.0,Average,2,1
678,463960,Male,Yes,26,Yes,Doctor,1.0,Average,2,1
6700,464031,Female,No,23,No,Healthcare,1.0,Low,4,4
5823,459020,Female,Yes,56,Yes,Artist,0.0,Average,4,3
4703,461279,Male,No,18,No,Doctor,4.0,Low,2,1
4376,466436,Male,Yes,42,No,Doctor,0.0,Average,3,2
858,461816,Female,No,49,Yes,Marketing,0.0,Low,5,1
1656,462757,Male,No,20,No,Healthcare,1.0,Low,3,4
1867,465818,Male,No,27,No,Entertainment,1.0,Low,3,2
4123,464259,Male,Yes,59,Yes,Artist,1.0,Average,4,2
1248,461626,Male,Yes,68,Yes,Executive,0.0,High,2,3
7004,466708,Male,Yes,65,No,Entertainment,1.0,Low,1,1
5558,465008,Female,Yes,70,Yes,Artist,0.0,High,2,3
5469,461075,Male,Yes,33,Yes,Entertainment,0.0,Average,2,2
4382,460233,Male,No,43,Yes,Doctor,0.0,Low,2,4
4121,462278,Male,No,31,Yes,Healthcare,0.0,Low,4,3
2872,460449,Male,No,31,No,Marketing,4.0,Low,1,4
3262,467262,Female,Yes,77,No,Lawyer,1.0,High,2,4
5777,459357,Male,Yes,69,No,Lawyer,0.0,Low,1,4
2717,464561,Female,No,48,Yes,Entertainment,9.0,Low,2,1
2150,463090,Female,Yes,55,No,Engineer,3.0,Average,2,2
1686,461320,Female,No,39,Yes,Artist,0.0,Low,3,2
6568,460081,Male,Yes,35,Yes,Artist,10.0,High,2,2
4563,463244,Female,Yes,45,No,Doctor,1.0,Low,1,2
5417,461645,Female,No,37,Yes,Artist,0.0,Low,2,3
2661,464029,Male,No,18,No,Entertainment,1.0,Low,4,4
1223,459636,Male,No,30,Yes,Entertainment,14.0,Low,1,4
7773,464115,Female,No,38,Yes,Engineer,0.0,Low,3,4
6594,463254,Female,Yes,37,No,Executive,0.0,High,2,1
6055,463556,Male,Yes,29,Yes,Entertainment,0.0,Low,2,4
8002,462655,Male,No,38,Yes,Entertainment,0.0,Low,2,4
1240,459188,Male,No,27,No,Healthcare,1.0,Low,3,3
2212,459818,Female,Yes,68,No,Lawyer,1.0,Low,1,4
2110,460710,Female,Yes,38,Yes,Artist,0.0,Average,3,1
1177,464997,Male,Yes,43,Yes,Artist,5.0,Average,2,2
7693,465318,Male,No,21,No,Doctor,6.0,Low,6,3
5253,461578,Female,Yes,61,Yes,Artist,0.0,Average,4,3
4900,460727,Male,Yes,69,No,Executive,0.0,High,4,2
5897,466668,Female,Yes,49,Yes,Engineer,0.0,Low,1,2
4164,467419,Female,Yes,38,Yes,Artist,4.0,Low,1,2
4569,466626,Female,Yes,51,Yes,Artist,1.0,Average,2,3
7168,460985,Female,Yes,61,Yes,Engineer,0.0,Average,2,3
